split,speaker_id,utt_id,system_id,attack_key,label_text,label,audio_path,feature_path,audio_exists
train,LA_0079,LA_T_2220901,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_2220901.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_2220901.npy,1
train,LA_0079,LA_T_2361751,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_2361751.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_2361751.npy,1
train,LA_0079,LA_T_2373806,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_2373806.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_2373806.npy,1
train,LA_0079,LA_T_2417641,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_2417641.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_2417641.npy,1
train,LA_0079,LA_T_2520083,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_2520083.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_2520083.npy,1
train,LA_0079,LA_T_2562689,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_2562689.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_2562689.npy,1
train,LA_0079,LA_T_2564579,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_2564579.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_2564579.npy,1
train,LA_0079,LA_T_2732709,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_2732709.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_2732709.npy,1
train,LA_0079,LA_T_2759900,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_2759900.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_2759900.npy,1
train,LA_0079,LA_T_2838981,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_2838981.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_2838981.npy,1
train,LA_0079,LA_T_2873890,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_2873890.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_2873890.npy,1
train,LA_0079,LA_T_2938316,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_2938316.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_2938316.npy,1
train,LA_0079,LA_T_3131990,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_3131990.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_3131990.npy,1
train,LA_0079,LA_T_3141223,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_3141223.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_3141223.npy,1
train,LA_0079,LA_T_3167734,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_3167734.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_3167734.npy,1
train,LA_0079,LA_T_3187715,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_3187715.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_3187715.npy,1
train,LA_0079,LA_T_3215578,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_3215578.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_3215578.npy,1
train,LA_0079,LA_T_3247389,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_3247389.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_3247389.npy,1
train,LA_0079,LA_T_3346004,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_3346004.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_3346004.npy,1
train,LA_0079,LA_T_3441957,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_3441957.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_3441957.npy,1
train,LA_0079,LA_T_3561136,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_3561136.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_3561136.npy,1
train,LA_0079,LA_T_3576775,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_3576775.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_3576775.npy,1
train,LA_0079,LA_T_3580508,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_3580508.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_3580508.npy,1
train,LA_0079,LA_T_3635733,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_3635733.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_3635733.npy,1
train,LA_0079,LA_T_3636245,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_3636245.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_3636245.npy,1
train,LA_0079,LA_T_3810183,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_3810183.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_3810183.npy,1
train,LA_0079,LA_T_3849267,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_3849267.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_3849267.npy,1
train,LA_0079,LA_T_3995089,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_3995089.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_3995089.npy,1
train,LA_0079,LA_T_3999087,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_3999087.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_3999087.npy,1
train,LA_0079,LA_T_3999267,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_3999267.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_3999267.npy,1
train,LA_0079,LA_T_4053835,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_4053835.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_4053835.npy,1
train,LA_0079,LA_T_4118798,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_4118798.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_4118798.npy,1
train,LA_0079,LA_T_4155454,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_4155454.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_4155454.npy,1
train,LA_0079,LA_T_4179989,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_4179989.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_4179989.npy,1
train,LA_0079,LA_T_4197307,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_4197307.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_4197307.npy,1
train,LA_0079,LA_T_4237787,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_4237787.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_4237787.npy,1
train,LA_0079,LA_T_4239283,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_4239283.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_4239283.npy,1
train,LA_0079,LA_T_4244329,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_4244329.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_4244329.npy,1
train,LA_0079,LA_T_4339311,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_4339311.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_4339311.npy,1
train,LA_0079,LA_T_4362109,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_4362109.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_4362109.npy,1
train,LA_0079,LA_T_4428691,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_4428691.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_4428691.npy,1
train,LA_0079,LA_T_4752788,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_4752788.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_4752788.npy,1
train,LA_0079,LA_T_4756464,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_4756464.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_4756464.npy,1
train,LA_0079,LA_T_4822766,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_4822766.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_4822766.npy,1
train,LA_0079,LA_T_5096578,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_5096578.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_5096578.npy,1
train,LA_0079,LA_T_5161420,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_5161420.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_5161420.npy,1
train,LA_0079,LA_T_5191549,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_5191549.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_5191549.npy,1
train,LA_0079,LA_T_5337549,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_5337549.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_5337549.npy,1
train,LA_0079,LA_T_5387852,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_5387852.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_5387852.npy,1
train,LA_0079,LA_T_5521272,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_5521272.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_5521272.npy,1
train,LA_0079,LA_T_5761909,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_5761909.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_5761909.npy,1
train,LA_0079,LA_T_5777819,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_5777819.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_5777819.npy,1
train,LA_0079,LA_T_5785306,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_5785306.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_5785306.npy,1
train,LA_0079,LA_T_5954195,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_5954195.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_5954195.npy,1
train,LA_0079,LA_T_6058143,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_6058143.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_6058143.npy,1
train,LA_0079,LA_T_6074694,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_6074694.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_6074694.npy,1
train,LA_0079,LA_T_6105178,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_6105178.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_6105178.npy,1
train,LA_0079,LA_T_6200206,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_6200206.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_6200206.npy,1
train,LA_0079,LA_T_6214695,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_6214695.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_6214695.npy,1
train,LA_0079,LA_T_6324553,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_6324553.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_6324553.npy,1
train,LA_0079,LA_T_6335714,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_6335714.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_6335714.npy,1
train,LA_0079,LA_T_6370865,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_6370865.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_6370865.npy,1
train,LA_0079,LA_T_6405980,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_6405980.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_6405980.npy,1
train,LA_0079,LA_T_6426017,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_6426017.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_6426017.npy,1
train,LA_0079,LA_T_6492747,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_6492747.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_6492747.npy,1
train,LA_0079,LA_T_6618587,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_6618587.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_6618587.npy,1
train,LA_0079,LA_T_6630946,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_6630946.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_6630946.npy,1
train,LA_0079,LA_T_6721654,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_6721654.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_6721654.npy,1
train,LA_0079,LA_T_6736628,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_6736628.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_6736628.npy,1
train,LA_0079,LA_T_6768659,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_6768659.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_6768659.npy,1
train,LA_0079,LA_T_6960204,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_6960204.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_6960204.npy,1
train,LA_0079,LA_T_7122854,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_7122854.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_7122854.npy,1
train,LA_0079,LA_T_7123800,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_7123800.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_7123800.npy,1
train,LA_0079,LA_T_7248140,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_7248140.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_7248140.npy,1
train,LA_0079,LA_T_7288400,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_7288400.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_7288400.npy,1
train,LA_0079,LA_T_7397041,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_7397041.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_7397041.npy,1
train,LA_0079,LA_T_7677120,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_7677120.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_7677120.npy,1
train,LA_0079,LA_T_7737943,-,-,bonafide,0,E:/MASTER/DeAn/audio_deepfake/data/raw/ASVspoof2019_LA/ASVspoof2019_LA_train/flac/LA_T_7737943.flac,E:/MASTER/DeAn/audio_deepfake/data/processed/logmel_64_4s/train/LA_T_7737943.npy,1
